batch_id,date,product_id,operator,shift,start_time,end_time,actual_batch_time_min,quantity_produced
B0354,2026-06-28,P001,OP02,Morning,09:40:00,10:36:00,56,1209
B0355,2026-04-14,P003,OP01,Night,22:50:00,23:52:00,62,1289
B0356,2026-04-28,P003,OP04,Morning,06:40:00,07:46:00,66,1434
B0357,2026-05-20,P005,OP06,Morning,08:30:00,09:47:00,77,848
B0358,2026-05-22,P003,OP04,Morning,08:50:00,09:42:00,52,1027
B0359,2026-03-07,P001,OP01,Afternoon,13:20:00,14:18:00,58,1160
B0360,2026-05-20,P005,OP04,Morning,09:30:00,10:52:00,82,852
B0361,2026-04-08,P003,OP04,Afternoon,13:40:00,14:38:00,58,1363
B0362,2026-01-26,P001,OP03,Afternoon,13:10:00,14:14:00,64,1276
B0363,2026-01-25,P002,OP04,Night,21:30:00,22:23:00,53,1268
B0364,2026-02-13,P003,OP03,Night,20:10:00,21:06:00,56,1310
B0365,2026-02-16,P001,OP03,Afternoon,13:30:00,14:39:00,69,1336
B0366,2026-02-28,P001,OP03,Morning,07:30:00,08:35:00,65,1272
B0367,2026-04-26,P005,OP05,Afternoon,14:00:00,15:12:00,72,780
B0368,2026-01-25,P001,OP06,Afternoon,12:20:00,13:36:00,76,1261
B0369,2026-06-06,P001,OP03,Afternoon,14:30:00,15:37:00,67,1222
B0370,2026-06-06,P002,OP01,Night,21:50:00,22:40:00,50,1255
B0371,2026-03-20,P003,OP03,Afternoon,12:30:00,13:30:00,60,1156
B0372,2026-05-26,P003,OP02,Morning,08:40:00,09:39:00,59,1160
B0373,2026-01-16,P003,OP02,Morning,09:50:00,11:00:00,70,1334
B0374,2026-06-14,P001,OP06,Night,21:20:00,22:16:00,56,1218
B0375,2026-01-11,P001,OP02,Morning,08:30:00,09:43:00,73,1216
B0376,2026-02-03,P003,OP03,Morning,08:40:00,09:50:00,70,1110
B0377,2026-06-29,P005,OP04,Morning,09:30:00,10:51:00,81,926
B0378,2026-01-31,P005,OP06,Morning,06:50:00,08:15:00,85,655
B0379,2026-02-07,P003,OP03,Morning,08:20:00,09:16:00,56,1327
B0380,2026-04-13,P003,OP02,Afternoon,13:20:00,14:19:00,59,1274
B0381,2026-02-24,P002,OP04,Morning,06:20:00,07:10:00,50,1138
B0382,2026-05-22,P004,OP05,Morning,07:30:00,08:31:00,61,1338
B0383,2026-05-01,P004,OP02,Morning,07:50:00,08:50:00,60,1196
B0384,2026-03-12,P005,OP03,Night,22:50:00,00:18:00,88,770
B0385,2026-06-04,P003,OP05,Morning,06:50:00,07:43:00,53,1113
B0386,2026-02-26,P001,OP02,Afternoon,12:00:00,13:20:00,80,1104
B0387,2026-01-06,P001,OP06,Afternoon,13:30:00,14:29:00,59,1224
B0388,2026-06-16,P002,OP05,Morning,09:00:00,09:56:00,56,1071
B0389,2026-01-29,P005,OP03,Morning,06:10:00,07:25:00,75,862
B0390,2026-04-18,P001,OP03,Afternoon,12:50:00,14:04:00,74,1245
B0391,2026-04-07,P004,OP02,Morning,09:20:00,10:21:00,61,1066
B0392,2026-06-29,P001,OP01,Afternoon,14:40:00,15:35:00,55,1107
B0393,2026-06-14,P004,OP06,Afternoon,14:00:00,15:07:00,67,1235
B0394,2026-04-17,P001,OP02,Night,22:50:00,23:54:00,64,1184
B0395,2026-02-21,P004,OP01,Night,21:30:00,22:41:00,71,1193
B0396,2026-04-11,P001,OP04,Morning,06:20:00,07:30:00,70,1102
B0397,2026-02-26,P004,OP02,Afternoon,13:50:00,14:53:00,63,1118
B0398,2026-05-09,P004,OP01,Night,22:20:00,23:38:00,78,1158
B0399,2026-04-07,P004,OP05,Night,21:00:00,22:16:00,76,1123
B0400,2026-02-20,P002,OP02,Afternoon,12:50:00,13:55:00,65,1157
B0401,2026-02-07,P001,OP05,Morning,09:20:00,10:15:00,55,1210
B0402,2026-01-20,P002,OP06,Afternoon,14:40:00,15:44:00,64,1137
B0403,2026-01-11,P001,OP03,Afternoon,13:20:00,14:15:00,55,1357
B0404,2026-02-06,P004,OP05,Afternoon,13:00:00,14:05:00,65,1161
B0405,2026-02-04,P002,OP05,Morning,07:10:00,08:19:00,69,1140
B0406,2026-04-17,P004,OP01,Morning,07:10:00,08:16:00,66,1148
B0407,2026-04-08,P005,OP05,Afternoon,13:30:00,14:58:00,88,860
B0408,2026-02-08,P001,OP02,Morning,08:50:00,10:00:00,70,1278
B0409,2026-02-10,P003,OP01,Afternoon,12:10:00,13:12:00,62,1076
B0410,2026-01-27,P003,OP03,Morning,07:10:00,08:06:00,56,1068
B0411,2026-03-26,P001,OP04,Morning,08:00:00,09:08:00,68,1107
B0412,2026-06-09,P003,OP06,Afternoon,14:10:00,15:27:00,77,1117
B0413,2026-06-07,P002,OP04,Morning,07:20:00,08:22:00,62,1220
B0414,2026-05-01,P005,OP04,Morning,08:00:00,09:25:00,85,740
B0415,2026-04-04,P003,OP04,Afternoon,14:00:00,14:59:00,59,1328
B0416,2026-02-20,P005,OP05,Morning,08:30:00,09:51:00,81,769
B0417,2026-02-16,P003,OP05,Morning,08:30:00,09:22:00,52,1086
B0418,2026-05-10,P003,OP06,Afternoon,12:00:00,12:55:00,55,1103
B0419,2026-01-29,P001,OP06,Afternoon,13:10:00,14:07:00,57,1235
B0420,2026-04-08,P005,OP05,Night,21:50:00,23:12:00,82,846
B0421,2026-05-25,P002,OP04,Morning,08:00:00,08:57:00,57,1140
B0422,2026-05-15,P001,OP04,Afternoon,13:10:00,14:19:00,69,1149
B0423,2026-02-16,P003,OP03,Morning,07:30:00,08:38:00,68,1201
B0424,2026-05-04,P004,OP05,Night,22:30:00,23:28:00,58,1232
B0425,2026-02-04,P001,OP01,Morning,06:40:00,07:38:00,58,1220
B0426,2026-06-17,P002,OP05,Afternoon,13:10:00,14:10:00,60,1078
B0427,2026-06-04,P001,OP06,Afternoon,14:00:00,14:58:00,58,953
B0428,2026-03-13,P003,OP05,Morning,07:50:00,08:59:00,69,1202
B0429,2026-03-30,P004,OP05,Morning,06:10:00,07:21:00,71,1305
B0430,2026-03-20,P002,OP02,Afternoon,12:00:00,12:50:00,50,1108
B0431,2026-03-12,P005,OP02,Afternoon,12:10:00,13:30:00,80,827
B0432,2026-03-11,P005,OP02,Afternoon,12:30:00,14:04:00,94,797
B0433,2026-06-12,P005,OP03,Afternoon,13:50:00,15:12:00,82,729
B0434,2026-05-23,P005,OP02,Morning,08:20:00,09:39:00,79,823
B0435,2026-03-25,P001,OP04,Morning,09:10:00,10:15:00,65,1324
B0436,2026-01-30,P002,OP06,Morning,06:20:00,07:13:00,53,1091
B0437,2026-02-27,P005,OP01,Afternoon,14:20:00,15:54:00,94,660
B0438,2026-01-02,P003,OP04,Morning,06:40:00,07:45:00,65,1412
B0439,2026-05-29,P002,OP05,Morning,09:50:00,10:44:00,54,1295
B0440,2026-01-31,P005,OP06,Night,20:20:00,21:51:00,91,836
B0441,2026-04-23,P001,OP02,Night,20:30:00,21:25:00,55,1124
B0442,2026-01-11,P002,OP05,Afternoon,12:10:00,13:16:00,66,1243
B0443,2026-03-10,P003,OP05,Afternoon,14:10:00,15:09:00,59,1119
B0444,2026-06-30,P001,OP02,Morning,06:10:00,07:19:00,69,1328
B0445,2026-02-19,P001,OP04,Afternoon,14:00:00,14:55:00,55,1160
B0446,2026-05-06,P004,OP01,Afternoon,14:20:00,15:43:00,83,1215
B0447,2026-01-03,P001,OP02,Night,20:40:00,21:37:00,57,1277
B0448,2026-01-13,P005,OP05,Morning,07:00:00,08:20:00,80,644
B0449,2026-03-13,P002,OP02,Morning,07:50:00,08:44:00,54,1157
B0450,2026-01-22,P001,OP06,Afternoon,12:10:00,13:22:00,72,1140
B0451,2026-04-08,P003,OP01,Night,21:40:00,22:35:00,55,1381
B0452,2026-03-03,P005,OP01,Morning,08:10:00,09:30:00,80,804
B0453,2026-05-28,P001,OP03,Morning,06:00:00,07:12:00,72,1345
B0454,2026-04-15,P001,OP02,Morning,06:20:00,07:17:00,57,1087
B0455,2026-02-16,P001,OP04,Morning,07:50:00,08:57:00,67,1196
B0456,2026-05-15,P005,OP04,Morning,06:00:00,07:20:00,80,743
B0457,2026-04-24,P004,OP03,Afternoon,14:20:00,15:40:00,80,1182
B0458,2026-04-21,P002,OP01,Morning,06:40:00,07:41:00,61,1275
B0459,2026-02-04,P005,OP01,Afternoon,13:20:00,14:43:00,83,787
B0460,2026-02-13,P003,OP01,Morning,07:10:00,08:05:00,55,1195
B0461,2026-02-13,P002,OP03,Night,20:00:00,20:52:00,52,1144
B0462,2026-06-09,P002,OP04,Afternoon,14:30:00,15:28:00,58,1269
B0463,2026-03-16,P003,OP02,Morning,09:30:00,10:23:00,53,1065
B0464,2026-02-05,P001,OP01,Afternoon,13:10:00,14:08:00,58,1167
B0465,2026-04-01,P004,OP02,Night,20:30:00,21:35:00,65,1295
B0466,2026-05-05,P004,OP05,Afternoon,12:00:00,13:14:00,74,1172
B0467,2026-04-25,P001,OP04,Morning,09:30:00,10:40:00,70,1150
B0468,2026-01-25,P001,OP03,Morning,08:20:00,09:26:00,66,1081
B0469,2026-02-13,P005,OP03,Afternoon,12:50:00,14:02:00,72,634
B0470,2026-03-27,P001,OP02,Night,20:00:00,20:55:00,55,1255
B0471,2026-03-27,P001,OP04,Night,21:10:00,22:10:00,60,1249
B0472,2026-03-29,P004,OP01,Morning,07:20:00,08:20:00,60,1223
B0473,2026-05-25,P005,OP05,Afternoon,14:30:00,15:56:00,86,816
B0474,2026-04-15,P005,OP02,Morning,07:20:00,08:42:00,82,741
B0475,2026-03-02,P005,OP04,Morning,08:00:00,09:22:00,82,945
B0476,2026-02-04,P003,OP01,Afternoon,14:20:00,15:14:00,54,1297
B0477,2026-06-11,P001,OP01,Morning,07:30:00,08:40:00,70,1010
B0478,2026-06-19,P003,OP03,Afternoon,13:30:00,14:39:00,69,1133
B0479,2026-01-23,P002,OP02,Afternoon,13:50:00,14:46:00,56,1224
B0480,2026-04-06,P005,OP01,Morning,08:50:00,10:10:00,80,760
B0481,2026-04-06,P005,OP03,Morning,08:10:00,09:52:00,102,846
B0482,2026-04-12,P003,OP05,Night,21:40:00,22:45:00,65,1184
B0483,2026-02-13,P001,OP06,Afternoon,12:40:00,13:51:00,71,1269
B0484,2026-03-28,P001,OP04,Afternoon,14:40:00,15:45:00,65,1252
B0485,2026-03-16,P001,OP04,Afternoon,12:30:00,13:25:00,55,1164
B0486,2026-04-08,P002,OP01,Morning,08:50:00,09:40:00,50,1168
B0487,2026-02-21,P002,OP06,Afternoon,13:00:00,14:00:00,60,1215
B0488,2026-06-07,P005,OP06,Afternoon,14:10:00,15:24:00,74,768
B0489,2026-05-16,P003,OP01,Morning,08:10:00,09:11:00,61,1194
B0490,2026-05-18,P001,OP02,Morning,06:40:00,07:43:00,63,1174
B0491,2026-02-17,P005,OP02,Afternoon,12:50:00,14:06:00,76,799
B0492,2026-04-25,P005,OP05,Night,21:40:00,23:02:00,82,829
B0493,2026-03-05,P002,OP01,Afternoon,12:10:00,13:04:00,54,1060
B0494,2026-05-24,P002,OP06,Morning,07:20:00,08:22:00,62,1254
B0495,2026-05-27,P005,OP05,Night,20:50:00,22:16:00,86,735
B0496,2026-06-13,P004,OP04,Afternoon,12:20:00,13:23:00,63,1350
B0497,2026-02-23,P001,OP04,Night,20:40:00,21:35:00,55,1211
B0498,2026-05-16,P002,OP05,Night,21:30:00,22:29:00,59,1310
B0499,2026-06-25,P003,OP05,Afternoon,12:50:00,13:53:00,63,1234
B0500,2026-04-20,P005,OP05,Night,22:10:00,23:28:00,78,809
B0501,2026-01-13,P004,OP04,Afternoon,13:30:00,14:49:00,79,1378
B0502,2026-06-29,P001,OP03,Morning,07:00:00,08:00:00,60,1288
B0503,2026-01-05,P001,OP03,Afternoon,13:00:00,14:08:00,68,1331
B0504,2026-02-11,P005,OP02,Afternoon,12:20:00,13:41:00,81,672
B0505,2026-03-18,P005,OP03,Morning,08:20:00,09:32:00,72,927
B0506,2026-01-27,P002,OP04,Afternoon,13:30:00,14:20:00,50,1254
B0507,2026-04-05,P003,OP05,Night,22:50:00,23:56:00,66,1287
B0508,2026-01-03,P005,OP03,Morning,06:20:00,07:41:00,81,778
B0509,2026-02-21,P002,OP02,Afternoon,12:40:00,13:38:00,58,1290
B0510,2026-04-24,P002,OP05,Afternoon,13:20:00,14:22:00,62,1092
B0511,2026-05-16,P002,OP05,Afternoon,12:00:00,12:51:00,51,1245
B0512,2026-03-28,P005,OP06,Night,20:00:00,21:22:00,82,772
B0513,2026-01-01,P001,OP04,Night,21:10:00,22:13:00,63,1171
B0514,2026-02-15,P003,OP02,Morning,09:40:00,10:32:00,52,1189
B0515,2026-03-21,P001,OP03,Morning,06:20:00,07:15:00,55,1284
B0516,2026-01-27,P003,OP06,Afternoon,13:10:00,14:09:00,59,1236
B0517,2026-02-06,P005,OP01,Afternoon,12:40:00,14:04:00,84,733
B0518,2026-01-14,P005,OP02,Afternoon,14:10:00,15:29:00,79,836
B0519,2026-03-21,P004,OP01,Morning,07:10:00,08:15:00,65,1324
B0520,2026-06-20,P002,OP02,Morning,08:20:00,09:23:00,63,1270
B0521,2026-05-03,P001,OP06,Morning,06:10:00,07:15:00,65,1216
B0522,2026-02-15,P001,OP03,Morning,09:30:00,10:33:00,63,1227
B0523,2026-05-14,P002,OP02,Afternoon,13:10:00,14:08:00,58,1321
B0524,2026-06-08,P004,OP01,Morning,06:00:00,07:02:00,62,1040
B0525,2026-04-18,P005,OP03,Afternoon,13:00:00,14:20:00,80,872
B0526,2026-05-23,P004,OP04,Morning,07:20:00,08:21:00,61,1147
B0527,2026-05-15,P001,OP06,Afternoon,12:10:00,13:21:00,71,1136
B0528,2026-02-13,P002,OP05,Afternoon,14:40:00,15:45:00,65,1194
B0529,2026-06-10,P005,OP06,Afternoon,13:30:00,14:55:00,85,907
B0530,2026-04-13,P005,OP04,Morning,09:10:00,10:39:00,89,821
B0531,2026-04-13,P004,OP05,Night,22:10:00,23:14:00,64,1067
B0532,2026-05-13,P001,OP06,Afternoon,12:10:00,13:15:00,65,1276
B0533,2026-01-05,P003,OP06,Morning,09:10:00,10:04:00,54,1200
B0534,2026-04-15,P001,OP02,Afternoon,13:20:00,14:15:00,55,1200
B0535,2026-03-29,P002,OP02,Night,21:00:00,22:02:00,62,1026
B0536,2026-02-26,P001,OP02,Afternoon,13:30:00,14:34:00,64,1143
B0537,2026-04-29,P005,OP06,Afternoon,13:40:00,14:52:00,72,838
B0538,2026-04-22,P004,OP01,Night,21:10:00,22:08:00,58,1315
B0539,2026-03-06,P005,OP04,Night,20:10:00,21:30:00,80,719
B0540,2026-05-05,P001,OP02,Morning,08:40:00,09:47:00,67,1187
B0541,2026-04-27,P002,OP03,Morning,08:00:00,08:53:00,53,1122
B0542,2026-01-10,P003,OP01,Afternoon,13:00:00,14:05:00,65,1284
B0543,2026-06-09,P001,OP04,Morning,06:40:00,07:45:00,65,1222
B0544,2026-05-25,P004,OP06,Afternoon,14:30:00,15:33:00,63,1156
B0545,2026-02-21,P002,OP02,Night,22:20:00,23:10:00,50,1256
B0546,2026-04-13,P002,OP03,Morning,09:10:00,10:17:00,67,1174
B0547,2026-03-06,P003,OP05,Afternoon,14:10:00,15:09:00,59,1085
B0548,2026-01-14,P002,OP02,Morning,07:10:00,08:12:00,62,1194
B0549,2026-03-10,P002,OP05,Afternoon,12:40:00,13:35:00,55,1079
B0550,2026-01-02,P005,OP03,Morning,06:20:00,07:43:00,83,793
B0551,2026-01-26,P001,OP03,Morning,08:00:00,09:16:00,76,1090
B0552,2026-01-29,P001,OP06,Morning,07:20:00,08:34:00,74,1166
B0553,2026-02-21,P001,OP06,Night,21:00:00,21:56:00,56,1275
B0554,2026-06-02,P003,OP04,Afternoon,12:20:00,13:27:00,67,963
B0555,2026-06-07,P001,OP01,Morning,06:20:00,07:21:00,61,1152
B0556,2026-04-02,P005,OP05,Night,20:20:00,21:41:00,81,940
B0557,2026-05-28,P002,OP06,Morning,09:30:00,10:26:00,56,1176
B0558,2026-05-20,P001,OP03,Night,20:30:00,21:48:00,78,1183
B0559,2026-02-15,P005,OP04,Morning,09:30:00,10:48:00,78,784
B0560,2026-05-08,P003,OP01,Morning,07:00:00,07:52:00,52,1191
B0561,2026-03-07,P001,OP01,Morning,06:10:00,07:05:00,55,1168
B0562,2026-05-15,P005,OP01,Morning,08:40:00,10:03:00,83,690
B0563,2026-01-21,P003,OP01,Night,21:10:00,22:13:00,63,1349
B0564,2026-04-06,P004,OP01,Morning,07:00:00,07:58:00,58,1084
B0565,2026-02-04,P001,OP03,Night,21:00:00,22:05:00,65,1156
B0566,2026-04-24,P001,OP02,Morning,07:20:00,08:16:00,56,1162
B0567,2026-01-10,P001,OP04,Morning,06:50:00,07:46:00,56,1256
B0568,2026-03-27,P005,OP06,Morning,06:00:00,07:24:00,84,859
B0569,2026-05-02,P002,OP01,Morning,07:50:00,08:41:00,51,1106
B0570,2026-03-16,P003,OP02,Morning,07:30:00,08:22:00,52,1178
B0571,2026-02-21,P001,OP02,Night,21:10:00,22:11:00,61,1100
B0572,2026-05-28,P001,OP03,Afternoon,12:50:00,13:45:00,55,1132
B0573,2026-05-13,P005,OP05,Afternoon,14:30:00,15:51:00,81,907
B0574,2026-02-02,P003,OP03,Afternoon,14:20:00,15:14:00,54,1263
B0575,2026-01-08,P002,OP05,Afternoon,13:10:00,14:08:00,58,1134
B0576,2026-04-30,P002,OP02,Morning,06:30:00,07:20:00,50,1131
B0577,2026-03-30,P005,OP03,Afternoon,13:40:00,15:04:00,84,759
B0578,2026-03-29,P004,OP06,Morning,06:10:00,07:09:00,59,1059
B0579,2026-05-14,P005,OP05,Morning,08:10:00,09:32:00,82,777
B0580,2026-01-18,P002,OP01,Afternoon,13:20:00,14:10:00,50,1127
B0581,2026-03-02,P004,OP02,Morning,07:30:00,08:38:00,68,1106
B0582,2026-01-28,P001,OP01,Morning,07:10:00,08:11:00,61,1141
B0583,2026-02-06,P003,OP02,Afternoon,12:30:00,13:40:00,70,1172
B0584,2026-03-21,P002,OP04,Night,21:50:00,22:50:00,60,1261
B0585,2026-03-30,P002,OP04,Afternoon,14:10:00,15:06:00,56,1200
B0586,2026-06-07,P005,OP04,Morning,08:50:00,10:03:00,73,742
B0587,2026-03-15,P005,OP03,Morning,08:50:00,10:14:00,84,853
B0588,2026-04-26,P003,OP05,Morning,07:30:00,08:29:00,59,1208
B0589,2026-01-15,P004,OP06,Afternoon,12:20:00,13:25:00,65,1149
B0590,2026-04-03,P001,OP03,Morning,06:10:00,07:09:00,59,1251
B0591,2026-03-30,P002,OP04,Afternoon,14:00:00,15:02:00,62,1191
B0592,2026-05-03,P001,OP03,Afternoon,13:30:00,14:36:00,66,1125
B0593,2026-01-06,P001,OP02,Morning,09:40:00,10:42:00,62,1327
B0594,2026-02-24,P002,OP06,Afternoon,14:30:00,15:24:00,54,1299
B0595,2026-05-03,P004,OP06,Morning,07:40:00,08:40:00,60,1045
B0596,2026-04-29,P001,OP01,Morning,07:30:00,08:25:00,55,1249
B0597,2026-04-20,P002,OP06,Afternoon,12:00:00,13:02:00,62,1215
B0598,2026-05-04,P005,OP02,Morning,09:10:00,10:39:00,89,932
B0599,2026-05-04,P002,OP01,Morning,06:00:00,06:52:00,52,1145
B0600,2026-04-12,P001,OP04,Afternoon,14:10:00,15:18:00,68,1110
